titulo|tipo|categoria|marca|modelo|año|kilometraje_km|precio|precio_etiqueta|tipo_transmision|caja|detalle|tags|ubicacion|url_auto
Dodge Durango 2017|usado|camionetas-suv|Dodge|Durango|2017.0|49000.0|49500.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
49,000 Kms
Lima, Lima
BLINDADO NIVEl II - Protección Contra El Sicariato Común."||Lima, Lima|https://neoauto.com/auto/usado/dodge-durango-2017-1824168
Nissan Kicks 2024|usado|camionetas-suv|Nissan|Kicks|2024.0|9394.0|19300.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
9,394 Kms
Lima, Lima
NISSAN KICKS EXCLUSIVE (VERSION TOPE DE GAMA)2024 CON 9394KM"||Lima, Lima|https://neoauto.com/auto/usado/nissan-kicks-2024-1836711
Audi Q5 2015|usado|camionetas-suv|Audi|Q5|2015.0|49229.0|17900.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
49,229 Kms
Lima, Lima
Audi Q5 2015"||Lima, Lima|https://neoauto.com/auto/usado/audi-q5-2015-1843751
Geely Gx3 Pro 2025|usado|camionetas-suv|Geely|Gx3 Pro|2025.0|5100.0|11990.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
5,100 Kms
Lima, Lima
Único Dueño"||Lima, Lima|https://neoauto.com/auto/usado/geely-gx3-pro-2025-1842654
Nissan Kicks 2024|usado|camionetas-suv|Nissan|Kicks|2024.0|9000.0|19500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
9,000 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/nissan-kicks-2024-1838095
Mitsubishi Montero Sport 2017|usado|camionetas-suv|Mitsubishi|Montero Sport|2017.0|72500.0|28900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
72,500 Kms
Lima, Lima
Negociable"||Lima, Lima|https://neoauto.com/auto/usado/mitsubishi-montero-sport-2017-1844077
Subaru Crosstrek 2024|usado|camionetas-suv|Subaru|Crosstrek|2024.0|35000.0|27500.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
35,000 Kms
Lima, Lima
SUV Alto Desempeño, Full Accesorios, Lista Para Todo Terreno"||Lima, Lima|https://neoauto.com/auto/usado/subaru-crosstrek-2024-1841067
Mercedes Benz Glc 200 Coupe 2023|usado|camionetas-suv|Mercedes Benz|Glc 200 Coupe|2023.0|17500.0|49000.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
17,500 Kms
Lima, Lima
Automovil Con Garantia De Fabrica Y Mantenimiento Gratis"||Lima, Lima|https://neoauto.com/auto/usado/mercedes-benz-glc-200-coupe-2023-1846350
Mazda Cx-3 2018|usado|camionetas-suv|Mazda|Cx-3|2018.0|29000.0|16500.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
29,000 Kms
Lima, Lima
Auto Excelente Estado"||Lima, Lima|https://neoauto.com/auto/usado/mazda-cx-3-2018-1836700
Mazda Cx-9 2014|usado|camionetas-suv|Mazda|Cx-9|2014.0|37698.0|18000.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
37,698 Kms
Lima, Lima
EXCELENTE ESTADO - PERMISO DE LUNAS POLARIZADAS"||Lima, Lima|https://neoauto.com/auto/usado/mazda-cx-9-2014-1835577
Bmw X-3 2019|usado|camionetas-suv|BMW|X-3|2019.0|74000.0|31500.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
74,000 Kms
Lima, Lima
BMW X3 20i Excelente Estado"||Lima, Lima|https://neoauto.com/auto/usado/bmw-x-3-2019-1843712
Jeep Grand Cherokee Srt 2018|usado|camionetas-suv|Jeep|Grand Cherokee Srt|2018.0|47500.0|44000.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
47,500 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/jeep-grand-cherokee-srt-2018-1815839
Toyota 4runner 2022|usado|camionetas-suv|Toyota|4runner|2022.0|38500.0|56000.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
38,500 Kms
Lima, Lima
IMPECABLE 4RUNNER 10/10"||Lima, Lima|https://neoauto.com/auto/usado/toyota-4runner-2022-1845722
Ford Territory 2023|usado|camionetas-suv|Ford|Territory|2023.0|38750.0|22000.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
38,750 Kms
Lima, Lima
Impecable Ford Territory 2022 – Confort, Seguridad Y Estilo"||Lima, Lima|https://neoauto.com/auto/usado/ford-territory-2023-1843196
Jeep Grand Cherokee Laredo 2013|usado|camionetas-suv|Jeep|Grand Cherokee Laredo|2013.0|149000.0|13400.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
149,000 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/jeep-grand-cherokee-laredo-2013-1839547
Bmw X1 2022|usado|camionetas-suv|BMW|X1|2022.0|36000.0|36000.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
36,000 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/bmw-x1-2022-1844000
Mitsubishi Eclipse Cross 2020|usado|camionetas-suv|Mitsubishi|Eclipse Cross|2020.0|25600.0|18500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
25,600 Kms
Lima, Lima
Combina Diseño Moderno, Confort Y Tecnología Avanzada"||Lima, Lima|https://neoauto.com/auto/usado/mitsubishi-eclipse-cross-2020-1813401
Mazda Cx-7 2010|usado|camionetas-suv|Mazda|Cx-7|2010.0|152320.0|8900.0|$5K - $10K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
152,320 Kms
Lima, Lima
Camioneta Cómoda Y Con Buen Rendimiento, Lista Para Usar."||Lima, Lima|https://neoauto.com/auto/usado/mazda-cx-7-2010-1842839
Subaru Forester 2023|usado|camionetas-suv|Subaru|Forester|2023.0|10500.0|32000.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
10,500 Kms
Lima, Lima
Impecable, Uso De Gerente Subaru - Full Extras Y Garantizada"||Lima, Lima|https://neoauto.com/auto/usado/subaru-forester-2023-1825746
Mazda Cx-3 2022|usado|camionetas-suv|Mazda|Cx-3|2022.0|11600.0|19000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
11,600 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/mazda-cx-3-2022-1846866
Bmw X3 20i 2019|usado|camionetas-suv|BMW|X3 20i|2019.0|95000.0|26000.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
95,000 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/bmw-x3-20i-2019-1687575
Nissan Kicks 2019|usado|camionetas-suv|Nissan|Kicks|2019.0|74000.0|14850.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
74,000 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/nissan-kicks-2019-1838402
Porsche Cayenne 2023|usado|camionetas-suv|Porsche|Cayenne|2023.0|10800.0|79000.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
10,800 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/porsche-cayenne-2023-1845479
Changan Cx70 2023|usado|camionetas-suv|Changan|Cx70|2023.0|22000.0|15900.0|$10K - $20K|Automática|Secuencial|"Gas GLP|Automática - Secuencial
Kilometraje:
22,000 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/changan-cx70-2023-1835245
Porsche Macan 2024|usado|camionetas-suv|Porsche|Macan|2024.0|25000.0|68000.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
25,000 Kms
Lima, Lima
IMPECABLE, SERVICIOS CONCESIONARIO, CON GARANTIA DE FABRICA"||Lima, Lima|https://neoauto.com/auto/usado/porsche-macan-2024-1843855
Mazda Cx-30 2021|usado|camionetas-suv|Mazda|Cx-30|2021.0|25000.0|20990.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
25,000 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/mazda-cx-30-2021-1844048
Volkswagen Nivus 2023|usado|camionetas-suv|Volkswagen|Nivus|2023.0|16000.0|17300.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
16,000 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/volkswagen-nivus-2023-1848107
Ford Explorer 2018|usado|camionetas-suv|Ford|Explorer|2018.0|52400.0|23500.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
52,400 Kms
Lima, Lima
FORD EXPLORER 2018 | DOS FILAS"||Lima, Lima|https://neoauto.com/auto/usado/ford-explorer-2018-1803176
Bmw X3 20i 2019|usado|camionetas-suv|BMW|X3 20i|2019.0|40500.0|31900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
40,500 Kms
Arequipa, Arequipa"||Arequipa, Arequipa|https://neoauto.com/auto/usado/bmw-x3-20i-2019-1842991
Bmw X3 2019|usado|camionetas-suv|BMW|X3|2019.0|54550.0|33200.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
54,550 Kms
Lima, Lima
Facturable. Mantenimiento Incluido Hasta 1.Nov.26."||Lima, Lima|https://neoauto.com/auto/usado/bmw-x3-2019-1844256
Kia Sportage 2019|usado|camionetas-suv|Kia|Sportage|2019.0|90000.0|18000.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
90,000 Kms
Lima, Lima
Bien Cuidado."||Lima, Lima|https://neoauto.com/auto/usado/kia-sportage-2019-1821143
Jeep Grand Cherokee Laredo 2018|usado|camionetas-suv|Jeep|Grand Cherokee Laredo|2018.0|79800.0|24300.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
79,800 Kms
Lima, Lima
Jeep Grand Cherokee Laredo 20184X4 Uso Dama"||Lima, Lima|https://neoauto.com/auto/usado/jeep-grand-cherokee-laredo-2018-1845857
Volvo Xc-90 2020|usado|camionetas-suv|Volvo|Xc-90|2020.0|56000.0|40900.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
56,000 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/volvo-xc-90-2020-1839295
Toyota Land Cruiser Prado 2021|usado|camionetas-suv|Toyota|Land Cruiser Prado|2021.0|32550.0|60000.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
32,550 Kms
Lima, Lima
Toyota Prado TX-L (3 Filas) Motor 4.0L 2021 Full Equipo"||Lima, Lima|https://neoauto.com/auto/usado/toyota-land-cruiser-prado-2021-1829249
Bmw X6 M 2016|usado|camionetas-suv|BMW|X6 M|2016.0|58.0|48900.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
58 Kms
Lima, Lima
CAMIONETA CON POTENCIA, LUJO Y DEPORTIVIDAD EN UN SOLO SUV"||Lima, Lima|https://neoauto.com/auto/usado/bmw-x6-m-2016-1846000
Volkswagen Tiguan 2012|usado|camionetas-suv|Volkswagen|Tiguan|2012.0|102500.0|10900.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
102,500 Kms
Lima, Lima
Manejo Dama"||Lima, Lima|https://neoauto.com/auto/usado/volkswagen-tiguan-2012-1845508
Audi Q5 2017|usado|camionetas-suv|Audi|Q5|2017.0|78500.0|24900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
78,500 Kms
Lima, Lima
INMACULADO - GRAN CONDUCCIÓN Y SUPER ECONÓMICO EN CONSUMO"||Lima, Lima|https://neoauto.com/auto/usado/audi-q5-2017-1847557
Kia Sportage 2019|usado|camionetas-suv|Kia|Sportage|2019.0|36000.0|20900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
36,000 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/kia-sportage-2019-1846655
Subaru Forester 2015|usado|camionetas-suv|Subaru|Forester|2015.0|129000.0|13800.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
129,000 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/subaru-forester-2015-1828751
Mercedes Benz Gls 400 4matic 2017|usado|camionetas-suv|Mercedes Benz|Gls 400 4matic|2017.0|95000.0|59000.0|$40K a más|Automática|Secuencial|"Gas|Automática - Secuencial
Kilometraje:
95,000 Kms
Lima, Lima
SUV DE ALTA GAMA – Mercedes-Benz GLS 500 AMG – Como Nueva"||Lima, Lima|https://neoauto.com/auto/usado/mercedes-benz-gls-400-4matic-2017-1842504
Volkswagen T-Cross 2021|usado|camionetas-suv|Volkswagen|T-Cross|2021.0|30900.0|20900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
30,900 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/volkswagen-t-cross-2021-1839825
Honda Cr-V 2010|usado|camionetas-suv|Honda|Cr-V|2010.0|70000.0|15000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
70,000 Kms
Lima, Lima
4x4, Ningún Choque, Todos Los Mantenimientos En Casa Honda"||Lima, Lima|https://neoauto.com/auto/usado/honda-cr-v-2010-1846245
Hyundai Palisade 2022|usado|camionetas-suv|Hyundai|Palisade|2022.0|37000.0|34900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
37,000 Kms
Lima, Lima
SUV Premium Con Tercera Fila, Impecable Y Súper Equipada."||Lima, Lima|https://neoauto.com/auto/usado/hyundai-palisade-2022-1844219
Peugeot 5008 2021|usado|camionetas-suv|Peugeot|5008|2021.0|39200.0|24500.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
39,200 Kms
Lima, Lima
Peugeot 5008 En Perfecto Estado Y Con Mantenimientos Al Día."||Lima, Lima|https://neoauto.com/auto/usado/peugeot-5008-2021-1847646
Mitsubishi Montero Sport 2019|usado|camionetas-suv|Mitsubishi|Montero Sport|2019.0|49560.0|32500.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
49,560 Kms
Lima, Lima
Camioneta Bien Conservada Listo Para Transferencia."||Lima, Lima|https://neoauto.com/auto/usado/mitsubishi-montero-sport-2019-1791996
Kia Sportage 2010|usado|camionetas-suv|Kia|Sportage|2010.0|154000.0|9499.0|$5K - $10K|Mecánica||"Gasolina|Mecánica
Kilometraje:
154,000 Kms
Lima, Lima
Poco Consumo De Combustible, Bien Conservado, Único Dueño"||Lima, Lima|https://neoauto.com/auto/usado/kia-sportage-2010-1841106
Mercedes Benz Glc 250 4matic 2019|usado|camionetas-suv|Mercedes Benz|Glc 250 4matic|2019.0|62.0|27950.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
62 Kms
Lima, Lima
Todo Terreno 4x4 Poder Lujo Y Economia. Color A Pedido."||Lima, Lima|https://neoauto.com/auto/usado/mercedes-benz-glc-250-4matic-2019-1826605
Honda Pilot 2016|usado|camionetas-suv|Honda|Pilot|2016.0|98500.0|19000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
98,500 Kms
Lima, Lima
3 Filas, Excelente Valor Por Precio"||Lima, Lima|https://neoauto.com/auto/usado/honda-pilot-2016-1843298
Mazda Cx-3 2018|usado|camionetas-suv|Mazda|Cx-3|2018.0|67900.0|17000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
67,900 Kms
Lima, Lima
VENTA DE MAZDA CX-3,CAMIONETA 2018 CON LUNAS POLARIZADAS"||Lima, Lima|https://neoauto.com/auto/usado/mazda-cx-3-2018-1845965
Hyundai Santa Fe 2025|usado|camionetas-suv|Hyundai|Santa Fe|2025.0|18900.0|42500.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
18,900 Kms
Lima, Lima
HYUNDAI SANTA FE 2025 - COMO NUEVO"||Lima, Lima|https://neoauto.com/auto/usado/hyundai-santa-fe-2025-1838927
Kia Sportage 2015|usado|camionetas-suv|Kia|Sportage|2015.0|130000.0|15000.0|$10K - $20K|Mecánica||"Dual|Mecánica
Kilometraje:
130,000 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/kia-sportage-2015-1838720
Mercedes Benz Gl 400 2016|usado|camionetas-suv|Mercedes Benz|Gl 400|2016.0|81000.0|32900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
81,000 Kms
Lima, Lima
LUJO, SEGURIDAD Y COMFORT PARA LA FAMILIA"||Lima, Lima|https://neoauto.com/auto/usado/mercedes-benz-gl-400-2016-1846187
Volvo Xc-60 2017|usado|camionetas-suv|Volvo|Xc-60|2017.0|58000.0|21500.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
58,000 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/volvo-xc-60-2017-1846453
Jeep Compass 2020|usado|camionetas-suv|Jeep|Compass|2020.0|35000.0|20000.0|$10K - $20K|Automática|Secuencial|"Dual|Automática - Secuencial
Kilometraje:
35,000 Kms
Lima, Lima
4x4 Versión Trailhawk"||Lima, Lima|https://neoauto.com/auto/usado/jeep-compass-2020-1842083
Volkswagen Taos 2022|usado|camionetas-suv|Volkswagen|Taos|2022.0|32000.0|21900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
32,000 Kms
Lima, Lima
Volkswagen Taos 2022 - Como Nueva, Full Equipo, Único Dueño"||Lima, Lima|https://neoauto.com/auto/usado/volkswagen-taos-2022-1815780
Volvo Xc-40 2023|usado|camionetas-suv|Volvo|Xc-40|2023.0|27000.0|33000.0|$30K - $40K|Automática||"Gasolina-Híbrido|Automática
Kilometraje:
27,000 Kms
Lima, Lima
Excelente Potencia Con Muy Bajo Consumo De Combustible"||Lima, Lima|https://neoauto.com/auto/usado/volvo-xc-40-2023-1836662
Bmw X2 20i 2018|usado|camionetas-suv|BMW|X2 20i|2018.0|50000.0|24500.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
50,000 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/bmw-x2-20i-2018-1733885
Dfsk Glory 580 2021|usado|camionetas-suv|DFSK|Glory 580|2021.0|58700.0|12900.0|$10K - $20K|Automática|Secuencial|"Gas GLP|Automática - Secuencial
Kilometraje:
58,700 Kms
Lima, Lima
CAMIONETA COMO NUEVO ECONOMICO USO PARTICULAR"||Lima, Lima|https://neoauto.com/auto/usado/dfsk-glory-580-2021-1844549
Mercedes Benz Glc 200 2024|usado|camionetas-suv|Mercedes Benz|Glc 200|2024.0|9900.0|55000.0|$40K a más|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
9,900 Kms
Lima, Lima
Mercedes GLC 200 Advanced 2024 De Lujo. !Ocasión!"||Lima, Lima|https://neoauto.com/auto/usado/mercedes-benz-glc-200-2024-1848077
Volkswagen Tiguan Allspace 2019|usado|camionetas-suv|Volkswagen|Tiguan Allspace|2019.0|60000.0|21000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
60,000 Kms
Arequipa, Arequipa"||Arequipa, Arequipa|https://neoauto.com/auto/usado/volkswagen-tiguan-allspace-2019-1837052
Kia Sportage 2020|usado|camionetas-suv|Kia|Sportage|2020.0|57000.0|19000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
57,000 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/kia-sportage-2020-1842347
Bmw X5 2023|usado|camionetas-suv|BMW|X5|2023.0|35000.0|75000.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
35,000 Kms
Lima, Lima
BMW X5 40I 2023"||Lima, Lima|https://neoauto.com/auto/usado/bmw-x5-2023-1742864
Bmw X1 18i 2020|usado|camionetas-suv|BMW|X1 18i|2020.0|48000.0|25500.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
48,000 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/bmw-x1-18i-2020-1832885
Mazda Cx-5 2018|usado|camionetas-suv|Mazda|Cx-5|2018.0|23000.0|19900.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
23,000 Kms
Lima, Lima
AUTO CASI NUEVO!!! Uso De Casa! ESPECTACULAR"||Lima, Lima|https://neoauto.com/auto/usado/mazda-cx-5-2018-1844159
Volkswagen T-Cross 2020|usado|camionetas-suv|Volkswagen|T-Cross|2020.0|85000.0|12500.0|$10K - $20K|Mecánica||"Dual|Mecánica
Kilometraje:
85,000 Kms
Lima, Lima
GLP De Fábrica Para Trayectos Más Económicos."||Lima, Lima|https://neoauto.com/auto/usado/volkswagen-t-cross-2020-1845940
Ford Territory 2025|usado|camionetas-suv|Ford|Territory|2025.0|10000.0|27500.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
10,000 Kms
Lima, Lima
USO PERSONAL"||Lima, Lima|https://neoauto.com/auto/usado/ford-territory-2025-1836089
Jeep Wrangler Unlimited Sahara 2007|usado|camionetas-suv|Jeep|Wrangler Unlimited Sahara|2007.0|52000.0|32000.0|$30K - $40K|Mecánica||"Dual|Mecánica
Kilometraje:
52,000 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/jeep-wrangler-unlimited-sahara-2007-1846505
Kia Sportage 2018|usado|camionetas-suv|Kia|Sportage|2018.0|9800.0|18700.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
9,800 Kms
Lima, Lima
Kilometraje Como Nuevo // Mantenimientos En Lima Autos"||Lima, Lima|https://neoauto.com/auto/usado/kia-sportage-2018-1834691
Suzuki Grand Vitara 2019|usado|camionetas-suv|Suzuki|Grand Vitara|2019.0|84000.0|13000.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
84,000 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/suzuki-grand-vitara-2019-1830956
Volkswagen Tiguan 2015|usado|camionetas-suv|Volkswagen|Tiguan|2015.0|76000.0|14000.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
76,000 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/volkswagen-tiguan-2015-1805205
Volvo Xc-60 2018|usado|camionetas-suv|Volvo|Xc-60|2018.0|66000.0|39000.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
66,000 Kms
Lima, Lima
Volvo Xc-60 2018"||Lima, Lima|https://neoauto.com/auto/usado/volvo-xc-60-2018-1846996
Nissan Pathfinder 2015|usado|camionetas-suv|Nissan|Pathfinder|2015.0|168000.0|15000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
168,000 Kms
Lima, Lima
Nissan Pathfinder 2015 Full Exclusive 4x4"||Lima, Lima|https://neoauto.com/auto/usado/nissan-pathfinder-2015-1845100
Volkswagen Tiguan Allspace 2018|usado|camionetas-suv|Volkswagen|Tiguan Allspace|2018.0|55000.0|23900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
55,000 Kms
Lima, Lima
Poco Kilometraje, Único Dueño, Impecable."||Lima, Lima|https://neoauto.com/auto/usado/volkswagen-tiguan-allspace-2018-1842877
Kia Sportage 2015|usado|camionetas-suv|Kia|Sportage|2015.0|86000.0|13500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
86,000 Kms
Lima, Lima
Vendo Kia Sportage - Año 2015 - Único Dueño"||Lima, Lima|https://neoauto.com/auto/usado/kia-sportage-2015-1842683
Volvo Xc-40 2020|usado|camionetas-suv|Volvo|Xc-40|2020.0|21000.0|33500.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
21,000 Kms
Lima, Lima
VOLVO XC40 2020 T5 R-DESIGN 4WD"||Lima, Lima|https://neoauto.com/auto/usado/volvo-xc-40-2020-1779953
Jetour X70 2022|usado|camionetas-suv|Jetour|X70|2022.0|58000.0|15300.0|$10K - $20K|Automática|Secuencial|"Gas GLP|Automática - Secuencial
Kilometraje:
58,000 Kms
Lima, Lima
Venta Directa No Renendedores"||Lima, Lima|https://neoauto.com/auto/usado/jetour-x70-2022-1841861
Porsche Cayenne S 2016|usado|camionetas-suv|Porsche|Cayenne S|2016.0|84100.0|38000.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
84,100 Kms
Lima, Lima
Cayenne S Full Equipo Con Historial En Porsche Perú"||Lima, Lima|https://neoauto.com/auto/usado/porsche-cayenne-s-2016-1841283
Mazda Cx-9 2018|usado|camionetas-suv|Mazda|Cx-9|2018.0|55460.0|25000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
55,460 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/mazda-cx-9-2018-1833672
Nissan Qashqai 2012|usado|camionetas-suv|Nissan|Qashqai|2012.0|157000.0|9300.0|$5K - $10K|Automática||"Dual|Automática
Kilometraje:
157,000 Kms
Lima, Lima
NISSAN QASHQAI 2012 AUTOMÁTICO"||Lima, Lima|https://neoauto.com/auto/usado/nissan-qashqai-2012-1846791
Land Rover Range Rover Evoque 2014|usado|camionetas-suv|Land Rover|Range Rover Evoque|2014.0|73000.0|23900.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
73,000 Kms
Lima, Lima
VENTA RANGE ROVER EVOQUE"||Lima, Lima|https://neoauto.com/auto/usado/land-rover-range-rover-evoque-2014-1844041
Land Rover Evoque 2014|usado|camionetas-suv|Land Rover|Evoque|2014.0|64000.0|21999.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
64,000 Kms
Lima, Lima
Poco Consumo. DE LUJO, Cero Choques!"||Lima, Lima|https://neoauto.com/auto/usado/land-rover-evoque-2014-1842207
Jeep Compass Sport 2015|usado|camionetas-suv|Jeep|Compass Sport|2015.0|102000.0|15000.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
102,000 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/usado/jeep-compass-sport-2015-1847153
Jeep Grand Cherokee Laredo 2017|usado|camionetas-suv|Jeep|Grand Cherokee Laredo|2017.0|48100.0|21500.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
48,100 Kms
Lima, Lima
Poco Kilometraje, Impecable."||Lima, Lima|https://neoauto.com/auto/usado/jeep-grand-cherokee-laredo-2017-1842775
Ford Explorer 2018|usado|camionetas-suv|Ford|Explorer|2018.0|83500.0|23000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
83,500 Kms
Lima, Lima
Camioneta Lista Para Disfrutar"||Lima, Lima|https://neoauto.com/auto/usado/ford-explorer-2018-1846763
Dfsk Glory 580 2019|usado|camionetas-suv|DFSK|Glory 580|2019.0|127000.0|10500.0|$10K - $20K|Mecánica||"Dual|Mecánica
Kilometraje:
127,000 Kms
Lima, Lima
GNV Económica, Precio A Tratar"||Lima, Lima|https://neoauto.com/auto/usado/dfsk-glory-580-2019-1847986
