titulo|tipo|marca|modelo|año|kilometraje_km|precio|precio_etiqueta|tipo_transmision|caja|detalle|tags|ubicacion|url_auto
Bmw X1 20i 2022|usado|BMW|X1 20i|2022.0|53700.0|35000.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
53,700 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x1-20i-2022-1846880
Volvo Ex30 2025|usado|Volvo|Ex30|2025.0|300.0|45990.0|$40K a más|Automática||"Eléctrico|Automática
Kilometraje:
300 Kms
Lima, Lima
ENTREGA INMEDIATA"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volvo-ex-30-2025-1835582
Toyota Fortuner 2023|usado|Toyota|Fortuner|2023.0|66665.0|49990.0|$40K a más|Automática||"Diesel|Automática
Kilometraje:
66,665 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-fortuner-2023-1841346
Hyundai Santa Fe 2025|usado|Hyundai|Santa Fe|2025.0|10199.0|45990.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
10,199 Kms
Lima, Lima
VEHICULO DE EXHIBICION"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-santa-fe-2025-1839080
Bmw 420i Gran Coupe 2019|usado|BMW|420i Gran Coupe|2019.0|46100.0|23900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
46,100 Kms
Lima, Lima
Sedán De Lujo - Apple Carplay - Tracción Trasera"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-420i-gran-coupe-2019-1841661
Bmw 218i Gran Coupe 2020|usado|BMW|218i Gran Coupe|2020.0|39000.0|21990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
39,000 Kms
Lima, Lima
De Lujo - Look Deportivo"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-218i-gran-coupe-2020-1842203
Changan Unit-T 2024|usado|Changan|Unit-T|2024.0|5856.0|17000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
5,856 Kms
Lima, Lima
CHANGAN UNI-T ELITE 1.5 AT 2WD"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/changan-unit-t-2024-1847679
Toyota Rav4 2025|usado|Toyota|Rav4|2025.0|4998.0|42000.0|$40K a más|Automática|Secuencial|"Híbrido|Automática - Secuencial
Kilometraje:
4,998 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-rav4-2025-1841158
Mini Hatch Jcw 2023|usado|Mini|Hatch Jcw|2023.0|10200.0|35990.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
10,200 Kms
Lima, Lima
1/5 En Perú Pat Moss - Potente - Servicios Concesionario"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/mini-hatch-jcw-2023-1846556
Audi Q5 Sportback 2024|usado|Audi|Q5 Sportback|2024.0|8000.0|66900.0|$40K a más|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
8,000 Kms
Lima, Lima"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-q5-sportback-2024-1846161
Lotus Elise 2008|usado|Lotus|Elise|2008.0|50000.0|29900.0|$20K - $30K|Mecánica||"Gasolina|Mecánica
Kilometraje:
50,000 Kms
Lima, Lima
Auto En Excelente Estado - Disponible En Tienda - San Isidro"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/lotus-elise-2008-1846642
Audi A4 2017|usado|Audi|A4|2017.0|51132.0|20900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
51,132 Kms
Lima, Lima"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-a4-2017-1817662
Peugeot Partner 2022|usado|Peugeot|Partner|2022.0|44314.0|13800.0|$10K - $20K|Mecánica||"Diesel|Mecánica
Kilometraje:
44,314 Kms
Lima, Lima"|MOTOR ECONÓMICO|Lima, Lima|https://neoauto.com/auto/seminuevo/peugeot-partner-2022-1843742
Volkswagen Tiguan Allspace 2022|usado|Volkswagen|Tiguan Allspace|2022.0|23970.0|32900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
23,970 Kms
Lima, Lima
VOLKSWAGEN TIGUAN"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/volkswagen-tiguan-allspace-2022-1841717
Toyota Yaris Cross 2024|usado|Toyota|Yaris Cross|2024.0|17787.0|24000.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
17,787 Kms
Lima, Lima
TOYOTA YARIS CROSS 1.5 FULL D- LUX CVT"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-yaris-cross-2024-1847930
Honda Cr-V 2008|usado|Honda|Cr-V|2008.0|123065.0|11800.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
123,065 Kms
Lima, Lima
HONDA CR-V LX - SE / JC UGARTE"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/honda-cr-v-2008-1826124
Audi A4 2024|usado|Audi|A4|2024.0|10200.0|36900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
10,200 Kms
Lima, Lima
DEMO De Audi"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-a4-2024-1846141
Lexus Lbx 2025|usado|Lexus|Lbx|2025.0|6828.0|38500.0|$30K - $40K|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
6,828 Kms
Lima, Lima"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/lexus-lbx-2025-1824000
Land Rover Range Rover 2018|usado|Land Rover|Range Rover|2018.0|69871.0|83000.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
69,871 Kms
Lima, Lima"|SERVICIO CONCESIONARIO|Lima, Lima|https://neoauto.com/auto/seminuevo/land-rover-range-rover-2018-1828219
Toyota Fortuner 2023|usado|Toyota|Fortuner|2023.0|47365.0|51000.0|$40K a más|Mecánica||"Diesel|Mecánica
Kilometraje:
47,365 Kms
Lima, Lima
TOYOTA FORTUNER 2.8 ADVENTURE 4X4 MT"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-fortuner-2023-1846094
Hyundai Tucson 2024|usado|Hyundai|Tucson|2024.0|15.0|29990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
15 Kms
Lima, Lima
GARANTIA VIGENTE VERSIÓN LUXURY"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-tucson-2024-1836527
Lexus Rx 450h F Sport 2022|usado|Lexus|Rx 450h F Sport|2022.0|29279.0|52990.0|$40K a más|Automática|Secuencial|"Híbrido|Automática - Secuencial
Kilometraje:
29,279 Kms
Lima, Lima
LEXUS RX 450H F SPORT"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/lexus-rx-450h-f-sport-2022-1842794
Kia Sportage 2024|usado|Kia|Sportage|2024.0|26635.0|24900.0|$20K - $30K|Mecánica||"Dual|Mecánica
Kilometraje:
26,635 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-sportage-2024-1842340
Ram Rampage 2025|usado|Ram|page|2025.0|9200.0|30500.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
9,200 Kms
Lima, Lima
Big Horn 4X4, EX DEMO, GARANTÍA FÁBRICA 2027,SERVICIOS DIVE"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/ram-rampage-2025-1846956
Toyota Rav4 2023|usado|Toyota|Rav4|2023.0|77813.0|34290.0|$30K - $40K|Automática|Secuencial|"Híbrido|Automática - Secuencial
Kilometraje:
77,813 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-rav4-2023-1836816
Audi A3 Sportback 2019|usado|Audi|A3 Sportback|2019.0|47000.0|20900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
47,000 Kms
Lima, Lima"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-a3-sportback-2019-1847830
Volvo Xc-60 2019|usado|Volvo|Xc-60|2019.0|47166.0|32500.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
47,166 Kms
Lima, Lima
VOLVO XC60 T5 AWD 2019"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/volvo-xc-60-2019-1844767
Bmw X6 2016|usado|BMW|X6|2016.0|84866.0|46900.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
84,866 Kms
Lima, Lima
IMPECABLE / MANTENIMIENTO MAYOR RECIENTE / 4.4 V8 567 HP"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x6-2016-1840105
Jetour Dashing 2025|usado|Jetour|Dashing|2025.0|8352.0|21900.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
8,352 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/jetour-dashing-2025-1838861
Hyundai Grand I10 2018|usado|Hyundai|Grand I10|2018.0|86253.0|10000.0|$5K - $10K|Automática||"Gasolina|Automática
Kilometraje:
86,253 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-grand-i10-2018-1846112
Bmw 750li 2013|usado|BMW|750li|2013.0|25034.0|34500.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
25,034 Kms
Lima, Lima
BMW 750LI 2013 - JC UGARTE"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-750li-2013-1733724
Mercedes Benz C-200 2022|usado|Mercedes Benz|C-200|2022.0|19800.0|40990.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
19,800 Kms
Lima, Lima
SERVICIOS CONCESIONARIO - OCASION - UNICO DUEÑO"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-c-200-2022-1846367
Ford Territory 2022|usado|Ford|Territory|2022.0|43800.0|17900.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
43,800 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/ford-territory-2022-1845586
Land Rover Range Rover Evoque 2016|usado|Land Rover|Range Rover Evoque|2016.0|79108.0|24900.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
79,108 Kms
Lima, Lima"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/land-rover-range-rover-evoque-2016-1840476
Audi A3 Sportback 2020|usado|Audi|A3 Sportback|2020.0|31000.0|22900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
31,000 Kms
Lima, Lima"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-a3-sportback-2020-1847367
Toyota Corolla 2023|usado|Toyota|Corolla|2023.0|39449.0|19000.0|$10K - $20K|Mecánica||"Gas GNV|Mecánica
Kilometraje:
39,449 Kms
Lima, Lima
TOYOTA COROLLA 1.6 XEI M/T (GNV)"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-corolla-2023-1847644
Jeep Grand Cherokee Laredo 2015|usado|Jeep|Grand Cherokee Laredo|2015.0|115849.0|26500.0|$20K - $30K|Automática|Secuencial|"Diesel|Automática - Secuencial
Kilometraje:
115,849 Kms
Lima, Lima
JEEP GRAND CHEROKEE LAREDO DIESEL 2015"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/jeep-grand-cherokee-laredo-2015-1793582
Mercedes Benz E-200 2021|usado|Mercedes Benz|E-200|2021.0|17000.0|39900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
17,000 Kms
Lima, Lima
Auto En Excelente Estado - Disponible En Tienda - San Isidro"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-e-200-2021-1846001
Bmw X1 25e 2024|usado|BMW|X1 25e|2024.0|20576.0|46990.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
20,576 Kms
Lima, Lima
Servicios Concesionario - Como Nuevo - Híbrida Enchufable"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x1-25e-2024-1846779
Bmw M2 Coupe 2018|usado|BMW|M2 Coupe|2018.0|34000.0|47500.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
34,000 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-m2-coupe-2018-1824825
Volkswagen Tiguan Allspace 2022|usado|Volkswagen|Tiguan Allspace|2022.0|77000.0|31900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
77,000 Kms
Lima, Lima"|SUPER EQUIPADO|Lima, Lima|https://neoauto.com/auto/seminuevo/volkswagen-tiguan-allspace-2022-1842162
Mini Hatch 3dr 2025|usado|Mini|Hatch 3dr|2025.0|5198.0|35990.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
5,198 Kms
Lima, Lima
Único Dueño, Pocos Kms Y Todo En La Casa! Ocasión"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/mini-hatch-3dr-2025-1838721
Lexus Ls 500h 2018|usado|Lexus|Ls 500h|2018.0|27000.0|69900.0|$40K a más|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
27,000 Kms
Lima, Lima
Auto En Excelente Estado - Disponible En Tienda - San Isidro"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/lexus-ls-500h-2018-1831732
Mercedes Benz Cla 200 Coupe 2025|usado|Mercedes Benz|Cla 200 Coupe|2025.0|1800.0|45500.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
1,800 Kms
Lima, Lima
Kit AMG,Garantia De Fábrica 04/2027. 3 Servicios Gratis"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-cla-200-coupe-2025-1842021
Maserati Grand Turismo 2018|usado|Maserati|Grand Turismo|2018.0|19000.0|99900.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
19,000 Kms
Lima, Lima
Auto En Excelente Estado - Disponible En Tienda - San Isidro"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/maserati-grand-turismo-2018-1840593
Porsche Macan Turbo 2015|usado|Porsche|Macan Turbo|2015.0|106000.0|36900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
106,000 Kms
Lima, Lima
Camioneta Disponible En Tienda - El Polo - Surco"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/porsche-macan-turbo-2015-1846647
Subaru Crosstrek 2024|usado|Subaru|Crosstrek|2024.0|15405.0|27000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
15,405 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/subaru-crosstrek-2024-1841535
Audi A3 Sedan 2024|usado|Audi|A3 Sedan|2024.0|11000.0|32900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
11,000 Kms
Lima, Lima
DEMO De Audi"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-a3-sedan-2024-1846137
Mercedes Benz Gle 63 S Amg 4matic Coupe 2023|usado|Mercedes Benz|Gle 63 S Amg 4matic Coupe|2023.0|31000.0|156000.0|$40K a más|Automática||"Gasolina-Híbrido|Automática
Kilometraje:
31,000 Kms
Lima, Lima
AMG S COUPÉ, GARANTÍA DE FÁBRICA, SERVICIOS DIVEMOTOR"|MOTOR POTENTE|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-gle-63-s-amg-4matic-coupe-2023-1843007
Dodge Durango 2018|usado|Dodge|Durango|2018.0|34589.0|37900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
34,589 Kms
Lima, Lima
DODGE DURANGO GT AWD 2018 - JC UGARTE"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/dodge-durango-2018-1691066
Subaru Legacy 2020|usado|Subaru|Legacy|2020.0|25366.0|24900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
25,366 Kms
Lima, Lima"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/subaru-legacy-2020-1811633
Land Rover Discovery 2019|usado|Land Rover|Discovery|2019.0|50500.0|42900.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
50,500 Kms
Lima, Lima"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/land-rover-discovery-2019-1828337
Toyota Yaris Cross 2024|usado|Toyota|Yaris Cross|2024.0|45.0|26000.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
45 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-yaris-cross-2024-1838287
Honda Cr-V 2023|usado|Honda|Cr-V|2023.0|10177.0|34000.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
10,177 Kms
Lima, Lima
HONDA CRV AÑO 2023 VERSION EX FULL 1.5 Turbo"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/honda-cr-v-2023-1836625
Kia Sportage 2018|usado|Kia|Sportage|2018.0|35299.0|19500.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
35,299 Kms
Lima, Lima
KIA SPORTAGE LX AT FULL 2018"|SERVICIO CONCESIONARIO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-sportage-2018-1834621
Audi Q5 2021|usado|Audi|Q5|2021.0|49900.0|34900.0|$30K - $40K|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
49,900 Kms
Arequipa, Arequipa"|UNICO DUEÑO|Arequipa, Arequipa|https://neoauto.com/auto/seminuevo/audi-q5-2021-1840625
Toyota Rav4 2022|usado|Toyota|Rav4|2022.0|83968.0|33000.0|$30K - $40K|Automática|Secuencial|"Híbrido|Automática - Secuencial
Kilometraje:
83,968 Kms
Lima, Lima
TOYOTA RAV4 HYBRID 2.5 PREMIUM 4X2 CVT"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-rav4-2022-1845323
Bmw X6 2022|usado|BMW|X6|2022.0|27000.0|75900.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
27,000 Kms
Lima, Lima
XDRIVE40I PAQUETE M , SUNROOf, CAMARA DE RETROCESO"|SUPER EQUIPADO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x6-2022-1837483
Volkswagen T-Cross 2021|usado|Volkswagen|T-Cross|2021.0|25600.0|19900.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
25,600 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volkswagen-t-cross-2021-1837815
Toyota Land Cruiser Prado 2018|usado|Toyota|Land Cruiser Prado|2018.0|121139.0|38000.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
121,139 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-land-cruiser-prado-2018-1843283
Land Rover Range Rover Sport 2014|usado|Land Rover|Range Rover Sport|2014.0|30000.0|45900.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
30,000 Kms
Lima, Lima
Camioneta Disponible En Tienda - El Polo - Surco"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/land-rover-range-rover-sport-2014-1846625
Mercedes Benz Gle 63 S Amg 2023|usado|Mercedes Benz|Gle 63 S Amg|2023.0|160.0|169000.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
160 Kms
Lima, Lima
Camioneta Disponible En Tienda - Pezet - San Isidro"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-gle-63-s-amg-2023-1838555
Volvo Ex30 2025|usado|Volvo|Ex30|2025.0|1357.0|31990.0|$30K - $40K|Automática||"Eléctrico|Automática
Kilometraje:
1,357 Kms
Lima, Lima
ENTREGA INMEDIATA VEHICULO DE EXHIBICIÓN"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volvo-ex30-2025-1846668
Mercedes Benz Glc 250 4matic 2019|usado|Mercedes Benz|Glc 250 4matic|2019.0|18800.0|34500.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
18,800 Kms
Lima, Lima
Exclusive (Techo Corredizo), GARANTÍA Y SERVICIOS DIVEMOTOR"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-glc-250-4matic-2019-1847849
Ferrari 812 Superfast 2019|usado|Ferrari|812 Superfast|2019.0|2400.0|499000.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
2,400 Kms
Lima, Lima
Auto En Excelente Estado - Disponible En Tienda - San Isidro"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/ferrari-812-superfast-2019-1846006
Audi E-Tron 2022|usado|Audi|E-Tron|2022.0|26600.0|59900.0|$40K a más|Automática|Secuencial|"Eléctrico|Automática - Secuencial
Kilometraje:
26,600 Kms
Lima, Lima
Audi E-Tron Ambition 55, MY22"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-e-tron-2022-1838349
Toyota 4runner 2026|usado|Toyota|4runner|2026.0|1613.0|85000.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
1,613 Kms
Lima, Lima
TOYOTA 4RUNNER LIMITED 2.4T AT 2026 - FACTURABLE"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-4runner-2026-1845192
Volvo C40 2024|usado|Volvo|C40|2024.0|5438.0|49990.0|$40K a más|Automática||"Eléctrico|Automática
Kilometraje:
5,438 Kms
Lima, Lima
ENTREGA INMEDIATA VEHICULO DE EXHIBICIÓN"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volvo-c40-2024-1846760
Audi A3 Sedan 2024|usado|Audi|A3 Sedan|2024.0|9800.0|32900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
9,800 Kms
Lima, Lima
DEMO De Audi"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-a3-sedan-2024-1846139
Haval Jolion 2023|usado|Haval|Jolion|2023.0|63000.0|13590.0|$10K - $20K|Automática||"Gas GNV|Automática
Kilometraje:
63,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/haval-jolion-2023-1845317
Hyundai Tucson 2023|usado|Hyundai|Tucson|2023.0|55412.0|27000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
55,412 Kms
Lima, Lima
HYUNDAI NEW TUCSON 1.6 AT 4X4"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-tucson-2023-1842188
Chery Tiggo 7 Pro 2023|usado|Chery|Tiggo 7 Pro|2023.0|39278.0|17900.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
39,278 Kms
Lima, Lima
CHERY TIGGO 7 PRO"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/chery-tiggo-7-pro-2023-1844675
Hyundai Accent 2024|usado|Hyundai|Accent|2024.0|20.0|17990.0|$10K - $20K|Automática||"Gas GLP|Automática
Kilometraje:
20 Kms
Lima, Lima
GARANTIA VIGENTE NEW ACCENT FULL GLP"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-accent-2024-1835777
Kia Sportage 2023|usado|Kia|Sportage|2023.0|25000.0|26900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
25,000 Kms
Lima, Lima
KIA SPORTAGE"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-sportage-2023-1845339
Mercedes Benz Glc 200 Coupe 2022|usado|Mercedes Benz|Glc 200 Coupe|2022.0|29074.0|55900.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
29,074 Kms
Lima, Lima
MERCEDES BENZ GLC 200 COUPE 2022"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-glc-200-coupe-2022-1841639
Land Rover Range Rover Vogue 2018|usado|Land Rover|Range Rover Vogue|2018.0|111000.0|68900.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
111,000 Kms
Lima, Lima
Camioneta En Excelente Estado"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/land-rover-range-rover-vogue-2018-1846430
Nissan Versa 2023|usado|Nissan|Versa|2023.0|17137.0|15290.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
17,137 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/nissan-versa-2023-1846596
Ford Edge Titanium 2023|usado|Ford|Edge Titanium|2023.0|44494.0|35000.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
44,494 Kms
Lima, Lima
FORD EDGE TITANIUM 4X4 AUTOMATICO MOTOR2.0"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/ford-edge-titanium-2023-1843693
Seat Leon Cupra 2020|usado|Cupra|Seat Leon|2020.0|45000.0|24900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
45,000 Kms
Lima, Lima
Segundo Dueño - Todo En La Casa - Deportivo"|MOTOR POTENTE|Lima, Lima|https://neoauto.com/auto/seminuevo/seat-leon-cupra-2020-1843511
Kia Sorento 2024|usado|Kia|Sorento|2024.0|13000.0|35990.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
13,000 Kms
Lima, Lima
ENTREGA INMEDIATA"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-sorento-2024-1846287
Mercedes Benz Gla 200 2023|usado|Mercedes Benz|Gla 200|2023.0|11500.0|48900.0|$40K a más|Automática||"Eléctrico|Automática
Kilometraje:
11,500 Kms
Lima, Lima
AUTO 100% ELÉCTRICO, EQA 350, TECHO PANORAMICO"|SUPER EQUIPADO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-gla-200-2023-1842108
Mazda Cx-3 2018|usado|Mazda|Cx-3|2018.0|56714.0|18500.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
56,714 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-cx-3-2018-1784128
