titulo|tipo|categoria|marca|modelo|año|kilometraje_km|precio|precio_etiqueta|tipo_transmision|caja|detalle|tags|ubicacion|url_auto
Ford Territory 2021|usado|camionetas-suv|Ford|Territory|2021.0|31000.0|21990.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
31,000 Kms
Lima, Lima
Versión TITANIUM"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/ford-territory-2021-1819737
Chevrolet Tracker 2022|usado|camionetas-suv|Chevrolet|Tracker|2022.0|35539.0|16700.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
35,539 Kms
Lima, Lima"|PAPELES EN REGLA|Lima, Lima|https://neoauto.com/auto/seminuevo/chevrolet-tracker-2022-1828206
Kia Niro 2023|usado|camionetas-suv|Kia|Niro|2023.0|51000.0|26990.0|$20K - $30K|Automática|Secuencial|"Híbrido|Automática - Secuencial
Kilometraje:
51,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-niro-2023-1848607
Peugeot 3008 2018|usado|camionetas-suv|Peugeot|3008|2018.0|70000.0|16990.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
70,000 Kms
Lima, Lima
Versión ACTIVE"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/peugeot-3008-2018-1827483
Chery Tiggo 7 Pro 2023|usado|camionetas-suv|Chery|Tiggo 7 Pro|2023.0|25500.0|15990.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
25,500 Kms
Lima, Lima
Seminuevo De Calidad"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/chery-tiggo-7-pro-2023-1837072
Gac Emkoo 2024|usado|camionetas-suv|Otra Marca|Gac Emkoo|2024.0|9000.0|17990.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
9,000 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/gac-emkoo-2024-1846577
Mazda Cx-3 2020|usado|camionetas-suv|Mazda|Cx-3|2020.0|68700.0|15990.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
68,700 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-cx-3-2020-1850978
Mitsubishi Outlander 2025|usado|camionetas-suv|Mitsubishi|Outlander|2025.0|5200.0|38990.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
5,200 Kms
Lima, Lima"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/mitsubishi-outlander-2025-1846610
Audi Q3 2022|usado|camionetas-suv|Audi|Q3|2022.0|20000.0|32900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
20,000 Kms
Arequipa, Arequipa"|UNICO DUEÑO|Arequipa, Arequipa|https://neoauto.com/auto/seminuevo/audi-q3-2022-1851613
Honda Hrv 2022|usado|camionetas-suv|Honda|Hrv|2022.0|56835.0|21500.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
56,835 Kms
Lima, Lima
HONDA HR-V AÑO 2022 AUTOMATICA 4X2 GASOLINA"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/honda-hrv-2022-1849588
Kia Sportage 2025|usado|camionetas-suv|Kia|Sportage|2025.0|35.0|27990.0|$20K - $30K|Automática|Secuencial|"Gas GLP|Automática - Secuencial
Kilometraje:
35 Kms
Lima, Lima
Vehículo 0kms, Con Placa, Entrega Inmediata"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-sportage-2025-1849689
Peugeot 2008 2022|usado|camionetas-suv|Peugeot|2008|2022.0|70109.0|17000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
70,109 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/peugeot-2008-2022-1845207
Hyundai Creta 2025|usado|camionetas-suv|Hyundai|Creta|2025.0|35.0|21990.0|$20K - $30K|Mecánica||"Gasolina|Mecánica
Kilometraje:
35 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-creta-2025-1843388
Suzuki S-Presso 2025|usado|camionetas-suv|Suzuki|S-Presso|2025.0|4799.0|11990.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
4,799 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/suzuki-s-presso-2025-1849855
Porsche Macan 2021|usado|camionetas-suv|Porsche|Macan|2021.0|26000.0|55900.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
26,000 Kms
Lima, Lima"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/porsche-macan-2021-1841630
Chevrolet Traverse 2016|usado|camionetas-suv|Chevrolet|Traverse|2016.0|40000.0|15500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
40,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/chevrolet-traverse-2016-1848817
Mazda Cx-30 2025|usado|camionetas-suv|Mazda|Cx-30|2025.0|6036.0|29000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
6,036 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-cx-30-2025-1846483
Kia Niro 2022|usado|camionetas-suv|Kia|Niro|2022.0|24900.0|22000.0|$20K - $30K|Automática||"Gasolina-Híbrido|Automática
Kilometraje:
24,900 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-niro-2022-1850430
Hyundai Kona 2024|usado|camionetas-suv|Hyundai|Kona|2024.0|23700.0|23900.0|$20K - $30K|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
23,700 Kms
Arequipa, Arequipa"|UNICO DUEÑO|Arequipa, Arequipa|https://neoauto.com/auto/seminuevo/hyundai-kona-2024-1840623
Jeep Renegade 2023|usado|camionetas-suv|Jeep|Renegade|2023.0|15867.0|20300.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
15,867 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/seminuevo/jeep-renegade-2023-1835978
Peugeot 2008 2022|usado|camionetas-suv|Peugeot|2008|2022.0|68774.0|15000.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
68,774 Kms
Lima, Lima
PEUGEOT 2008 ACTIVE 1.2 PURETECH 100 MT6 AÑO 2022"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/peugeot-2008-2022-1846979
Hyundai Creta 2023|usado|camionetas-suv|Hyundai|Creta|2023.0|22059.0|20800.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
22,059 Kms
Lima, Lima"|PAPELES EN REGLA|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-creta-2023-1832967
Bmw X1 25e 2024|usado|camionetas-suv|BMW|X1 25e|2024.0|14778.0|52991.0|$40K a más|Automática||"Híbrido|Automática
Kilometraje:
14,778 Kms
Lima, Lima
BMW X1 25e Híbrido Paquete Xline"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x1-25e-2024-1822999
Bmw X4 M40i 2023|usado|camionetas-suv|BMW|X4 M40i|2023.0|20317.0|75991.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
20,317 Kms
Lima, Lima
BMW X4 M40i Performance"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x4-m40i-2023-1807447
Jeep Compass 2020|usado|camionetas-suv|Jeep|Compass|2020.0|104840.0|18500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
104,840 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/jeep-compass-2020-1848819
Jeep Compass 2022|usado|camionetas-suv|Jeep|Compass|2022.0|42600.0|19500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
42,600 Kms
Lima, Lima
Sport 2.4 A/T, GARANTÍA Y SERVICIOS DIVEMOTOR"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/jeep-compass-2022-1839431
Honda Hrv 2018|usado|camionetas-suv|Honda|Hrv|2018.0|50590.0|16500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
50,590 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/honda-hrv-2018-1848919
Ford Explorer 2019|usado|camionetas-suv|Ford|Explorer|2019.0|93000.0|22800.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
93,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/ford-explorer-2019-1848801
Bmw X1 25e 2024|usado|camionetas-suv|BMW|X1 25e|2024.0|5754.0|52991.0|$40K a más|Automática||"Híbrido|Automática
Kilometraje:
5,754 Kms
Lima, Lima
BMW X1 25e Híbrido Paquete Xline"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x1-25e-2024-1851733
Hyundai Creta 2023|usado|camionetas-suv|Hyundai|Creta|2023.0|50000.0|18990.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
50,000 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-creta-2023-1834855
Mg Hs 2023|usado|camionetas-suv|MG|Hs|2023.0|25.0|17990.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
25 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mg-hs-2023-1843402
Mercedes Benz Glc 200 Coupe 2021|usado|camionetas-suv|Mercedes Benz|Glc 200 Coupe|2021.0|44793.0|46500.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
44,793 Kms
Lima, Lima"|SERVICIO CONCESIONARIO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-glc-200-coupe-2021-1844539
Mitsubishi Outlander 2020|usado|camionetas-suv|Mitsubishi|Outlander|2020.0|83880.0|21000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
83,880 Kms
Lima, Lima"|PAPELES EN REGLA|Lima, Lima|https://neoauto.com/auto/seminuevo/mitsubishi-outlander-2020-1794826
Kia Sportage 2024|usado|camionetas-suv|Kia|Sportage|2024.0|25.0|29990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
25 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-sportage-2024-1842487
Jeep Grand Cherokee Laredo 2019|usado|camionetas-suv|Jeep|Grand Cherokee Laredo|2019.0|55996.0|28000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
55,996 Kms
Lima, Lima"|PAPELES EN REGLA|Lima, Lima|https://neoauto.com/auto/seminuevo/jeep-grand-cherokee-laredo-2019-1835979
Renault Duster 2020|usado|camionetas-suv|Renault|Duster|2020.0|50571.0|14000.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
50,571 Kms
Lima, Lima
RENAULT DUSTER AÑO 2019 INTENS MECANICA"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/renault-duster-2020-1847842
Kia Sportage 2024|usado|camionetas-suv|Kia|Sportage|2024.0|30.0|29990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
30 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-sportage-2024-1842486
Bmw X3 30e 2024|usado|camionetas-suv|BMW|X3 30e|2024.0|11335.0|58991.0|$40K a más|Automática||"Híbrido|Automática
Kilometraje:
11,335 Kms
Lima, Lima
BMW X3 30e Híbrido Paquete Confort"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x3-30e-2024-1846712
Mini Countryman S 2024|usado|camionetas-suv|Mini|Countryman S|2024.0|6168.0|45991.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
6,168 Kms
Lima, Lima
MINI Countryman S ALL4"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mini-countryman-s-2024-1846165
Suzuki Vitara 2024|usado|camionetas-suv|Suzuki|Vitara|2024.0|27.0|21000.0|$20K - $30K|Mecánica||"Gasolina|Mecánica
Kilometraje:
27 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/suzuki-vitara-2024-1849883
Mg Hs 2022|usado|camionetas-suv|MG|Hs|2022.0|38000.0|14990.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
38,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mg-hs-2022-1845922
Chery Tiggo 2 Pro 2025|usado|camionetas-suv|Chery|Tiggo 2 Pro|2025.0|5000.0|12990.0|$10K - $20K|Mecánica||"Gas GLP|Mecánica
Kilometraje:
5,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/chery-tiggo-2-pro-2025-1839999
Bmw X7 40i 2024|usado|camionetas-suv|BMW|X7 40i|2024.0|16816.0|102991.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
16,816 Kms
Lima, Lima
BMW X7 40i Executive 3ra Fila De Asientos"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x7-40i-2024-1845825
Chevrolet Tracker 2023|usado|camionetas-suv|Chevrolet|Tracker|2023.0|22000.0|19990.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
22,000 Kms
Lima, Lima
TURBO 1.2T PRIME"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/chevrolet-tracker-2023-1835849
Bmw X1 20i 2022|usado|camionetas-suv|BMW|X1 20i|2022.0|31124.0|39991.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
31,124 Kms
Lima, Lima
BMW X1 20i Xline"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x1-20i-2022-1841216
Suzuki Vitara 2023|usado|camionetas-suv|Suzuki|Vitara|2023.0|7951.0|22300.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
7,951 Kms
Lima, Lima"|MOTOR ECONÓMICO|Lima, Lima|https://neoauto.com/auto/seminuevo/suzuki-vitara-2023-1844466
Audi E-Tron 2023|usado|camionetas-suv|Audi|E-Tron|2023.0|22000.0|67900.0|$40K a más|Automática||"Eléctrico|Automática
Kilometraje:
22,000 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-e-tron-2023-1848409
Bmw X3 30e 2024|usado|camionetas-suv|BMW|X3 30e|2024.0|18515.0|59991.0|$40K a más|Automática||"Híbrido|Automática
Kilometraje:
18,515 Kms
Lima, Lima
BMW X3 30e Híbrido Paquete Xline"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x3-30e-2024-1838492
Mazda Cx-5 2022|usado|camionetas-suv|Mazda|Cx-5|2022.0|41000.0|22990.0|$20K - $30K|Mecánica||"Gasolina|Mecánica
Kilometraje:
41,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-cx-5-2022-1837990
Peugeot 2008 2024|usado|camionetas-suv|Peugeot|2008|2024.0|17200.0|26990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
17,200 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/peugeot-2008-2024-1846125
Haval Dargo 2023|usado|camionetas-suv|Haval|Dargo|2023.0|9565.0|23500.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
9,565 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/haval-dargo-2023-1846157
Honda Cr-V 2023|usado|camionetas-suv|Honda|Cr-V|2023.0|39628.0|37000.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
39,628 Kms
Lima, Lima
HONDA CR-V EXL 2023 GRIS METEOROID A/T SUV 39628 KMS"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/honda-cr-v-2023-1831669
Bmw X5 40i 2019|usado|camionetas-suv|BMW|X5 40i|2019.0|38666.0|49991.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
38,666 Kms
Lima, Lima
BMW X5 40i Executive"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x5-40i-2019-1810125
Kia Niro 2024|usado|camionetas-suv|Kia|Niro|2024.0|7000.0|29990.0|$20K - $30K|Automática|Secuencial|"Eléctrico|Automática - Secuencial
Kilometraje:
7,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-niro-2024-1847018
Volkswagen T-Cross 2020|usado|camionetas-suv|Volkswagen|T-Cross|2020.0|53000.0|13900.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
53,000 Kms
Arequipa, Arequipa"|SEMINUEVO|Arequipa, Arequipa|https://neoauto.com/auto/seminuevo/volkswagen-t-cross-2020-1851609
Bmw X5 40i 2022|usado|camionetas-suv|BMW|X5 40i|2022.0|46302.0|69991.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
46,302 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x5-40i-2022-1832546
Jeep Cherokee Longitude 2020|usado|camionetas-suv|Jeep|Cherokee Longitude|2020.0|41600.0|24900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
41,600 Kms
Arequipa, Arequipa"|UNICO DUEÑO|Arequipa, Arequipa|https://neoauto.com/auto/seminuevo/jeep-cherokee-longitude-2020-1851595
Kia Sportage 2025|usado|camionetas-suv|Kia|Sportage|2025.0|5500.0|27990.0|$20K - $30K|Automática|Secuencial|"Gas GLP|Automática - Secuencial
Kilometraje:
5,500 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-sportage-2025-1842102
Bmw X3 M40i 2023|usado|camionetas-suv|BMW|X3 M40i|2023.0|27832.0|78991.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
27,832 Kms
Lima, Lima
BMW X3 M40i Performance"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x3-m40i-2023-1826836
Haval H6 2023|usado|camionetas-suv|Haval|H6|2023.0|7122.0|24000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
7,122 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/haval-h6-2023-1847547
Kia Sportage 2025|usado|camionetas-suv|Kia|Sportage|2025.0|25.0|30990.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
25 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-sportage-2025-1843401
Ford Territory 2022|usado|camionetas-suv|Ford|Territory|2022.0|52120.0|19000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
52,120 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/ford-territory-2022-1846949
Nissan Qashqai 2017|usado|camionetas-suv|Nissan|Qashqai|2017.0|96096.0|13500.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
96,096 Kms
Lima, Lima
NISSAN QASHQAI VERSION SENSE AÑO 2017 MECANICO"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/nissan-qashqai-2017-1847838
Mazda Cx-9 2023|usado|camionetas-suv|Mazda|Cx-9|2023.0|20033.0|39000.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
20,033 Kms
Lima, Lima
MAZDA CX9 VERSION HIGH AÑO 2023 MOTOR 2.5 AUTOMATICA"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-cx-9-2023-1846970
Nissan Kicks 2017|usado|camionetas-suv|Nissan|Kicks|2017.0|71026.0|15000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
71,026 Kms
Lima, Lima
NISSAN KICKS AÑO 2017 EXCLUSIVE AUTOMATICO"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/nissan-kicks-2017-1838493
Mg Hs 2023|usado|camionetas-suv|MG|Hs|2023.0|22.0|15990.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
22 Kms
Lima, Lima
Seminuevo De Calidad"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mg-hs-2023-1836835
Mini Countryman Cooper S 2023|usado|camionetas-suv|Mini|Countryman Cooper S|2023.0|29207.0|32991.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
29,207 Kms
Lima, Lima
MINI Countryman Cooper S"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mini-countryman-cooper-s-2023-1850603
Mini Countryman Cooper 2024|usado|camionetas-suv|Mini|Countryman Cooper|2024.0|15359.0|42991.0|$40K a más|Automática||"Híbrido|Automática
Kilometraje:
15,359 Kms
Lima, Lima
MINI Countryman Cooper SE ALL4 Híbrido"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mini-countryman-cooper-2024-1850417
Suzuki Grand Nomade 2017|usado|camionetas-suv|Suzuki|Grand Nomade|2017.0|38315.0|15500.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
38,315 Kms
Lima, Lima
SUZUKI GRAND NOMADE AÑO 2017 4X2 CAJA MANUAL"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/suzuki-grand-nomade-2017-1850431
Renault Kwid 2024|usado|camionetas-suv|Renault|Kwid|2024.0|1371.0|24000.0|$20K - $30K|Automática||"Eléctrico|Automática
Kilometraje:
1,371 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/renault-kwid-2024-1841532
Jeep Renegade 2022|usado|camionetas-suv|Jeep|Renegade|2022.0|36000.0|17990.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
36,000 Kms
Lima, Lima
Seminuevo De Calidad"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/jeep-renegade-2022-1835807
Kia K3 2025|usado|camionetas-suv|Kia|K3|2025.0|32500.0|17990.0|$10K - $20K|Automática|Secuencial|"Gas GLP|Automática - Secuencial
Kilometraje:
32,500 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-k3-2025-1851013
Audi Q3 2023|usado|camionetas-suv|Audi|Q3|2023.0|30000.0|41900.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
30,000 Kms
Lima, Lima"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-q3-2023-1849956
Mazda Cx-5 2020|usado|camionetas-suv|Mazda|Cx-5|2020.0|59000.0|24990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
59,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-cx-5-2020-1842229
Honda Hr-V 2018|usado|camionetas-suv|Honda|Hr-V|2018.0|87338.0|16500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
87,338 Kms
Lima, Lima
HONDA HR-V AÑO"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/honda-hr-v-2018-1850372
Hyundai Creta 2024|usado|camionetas-suv|Hyundai|Creta|2024.0|8500.0|20990.0|$20K - $30K|Mecánica||"Gas GLP|Mecánica
Kilometraje:
8,500 Kms
Lima, Lima
Seminuevo De Calidad"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-creta-2024-1831687
Mini Countryman Cooper 2025|usado|camionetas-suv|Mini|Countryman Cooper|2025.0|1831.0|37991.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
1,831 Kms
Lima, Lima
MINI New Countryman C Favoured"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mini-countryman-cooper-2025-1841104
Honda Hr-V 2019|usado|camionetas-suv|Honda|Hr-V|2019.0|62333.0|20500.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
62,333 Kms
Lima, Lima
HONDA HR-V AÑO 2018 AUTOMATICO MOTOR 1800"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/honda-hr-v-2019-1848210
Suzuki Grand Nomade 2019|usado|camionetas-suv|Suzuki|Grand Nomade|2019.0|85879.0|15000.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
85,879 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/seminuevo/suzuki-grand-nomade-2019-1844473
Lexus Nx 250 2025|usado|camionetas-suv|Lexus|Nx 250|2025.0|3600.0|52000.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
3,600 Kms
Lima, Lima
LEXUS NX-250 AWD"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/lexus-nx-250-2025-1851021
Mercedes Benz Amg Gle 43 4matic 2019|usado|camionetas-suv|Mercedes Benz|Amg Gle 43 4matic|2019.0|89093.0|50000.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
89,093 Kms
Lima, Lima"|SERVICIO CONCESIONARIO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-amg-gle43-4matic-2019-1844565
Peugeot 3008 2018|usado|camionetas-suv|Peugeot|3008|2018.0|63000.0|18990.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
63,000 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/peugeot-3008-2018-1834765
Bmw X1 18i 2023|usado|camionetas-suv|BMW|X1 18i|2023.0|28612.0|38991.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
28,612 Kms
Lima, Lima
BMW X1 18i Paquete Sport"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x1-18i-2023-1849262
Bmw X1 2023|usado|camionetas-suv|BMW|X1|2023.0|2324.0|61991.0|$40K a más|Automática||"Eléctrico|Automática
Kilometraje:
2,324 Kms
Lima, Lima
BMW IX1 XDrive30 Eléctrico"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x1-2023-1817372
Mazda Cx-90 2024|usado|camionetas-suv|Mazda|Cx-90|2024.0|784.0|54000.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
784 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-cx-90-2024-1849870
Peugeot 3008 2019|usado|camionetas-suv|Peugeot|3008|2019.0|76349.0|16500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
76,349 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/peugeot-3008-2019-1848756
Kia Sportage 2025|usado|camionetas-suv|Kia|Sportage|2025.0|25.0|30990.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
25 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-sportage-2025-1843400
