titulo|tipo|categoria|marca|modelo|año|kilometraje_km|precio|precio_etiqueta|tipo_transmision|caja|detalle|tags|ubicacion|url_auto
Chevrolet Tracker 2020|seminuevos|camionetas-suv|Chevrolet|Tracker|2020.0|38000.0|13900.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
38,000 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/seminuevo/chevrolet-tracker-2020-1848447
Toyota Corolla Cross 2025|seminuevos|camionetas-suv|Toyota|Corolla Cross|2025.0|882.0|33500.0|$30K - $40K|Automática|Secuencial|"Híbrido|Automática - Secuencial
Kilometraje:
882 Kms
Lima, Lima
TOYOTA COROLLA CROSS 2025 1.8 LTS, CVT, 4X2"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-corolla-cross-2025-1853119
Jeep Compass 2024|seminuevos|camionetas-suv|Jeep|Compass|2024.0|30500.0|26900.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
30,500 Kms
Lima, Lima
Limited 4x2 1.3 A/T, GARANTÍA 2026 Y SERVICIOS DIVEMOTOR"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/jeep-compass-2024-1852110
Toyota Corolla Cross 2023|seminuevos|camionetas-suv|Toyota|Corolla Cross|2023.0|32884.0|25000.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
32,884 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-corolla-cross-2023-1835884
Volkswagen Nivus 2025|seminuevos|camionetas-suv|Volkswagen|Nivus|2025.0|83.0|23900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
83 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/seminuevo/volkswagen-nivus-2025-1850193
Subaru Outback 2023|seminuevos|camionetas-suv|Subaru|Outback|2023.0|26300.0|37500.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
26,300 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/subaru-outback-2023-1848643
Volvo Xc-60 2022|seminuevos|camionetas-suv|Volvo|Xc-60|2022.0|13258.0|48990.0|$40K - $50K|Automática||"Gasolina-Híbrido|Automática
Kilometraje:
13,258 Kms
Lima, Lima
ENTREGA INMEDIATA"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volvo-xc-60-2022-1849935
Peugeot 3008 2020|seminuevos|camionetas-suv|Peugeot|3008|2020.0|72000.0|22990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
72,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/peugeot-3008-2020-1843406
Dongfeng T5 Evo 2022|seminuevos|camionetas-suv|Dongfeng|T5 Evo|2022.0|23272.0|16900.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
23,272 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/seminuevo/dongfeng-t5-evo-2022-1851263
Chevrolet Captiva 2023|seminuevos|camionetas-suv|Chevrolet|Captiva|2023.0|3046.0|19990.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
3,046 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/chevrolet-captiva-2023-1853884
Mazda Cx-60 2024|seminuevos|camionetas-suv|Mazda|Cx-60|2024.0|2800.0|50000.0|$40K - $50K|Automática||"Gasolina-Híbrido|Automática
Kilometraje:
2,800 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-cx-60-2024-1846235
Bmw Ix1 2023|seminuevos|camionetas-suv|BMW|Ix1|2023.0|425.0|55991.0|$50K a más|Automática||"Eléctrico|Automática
Kilometraje:
425 Kms
Lima, Lima
BMW IX1 XDrive30 Eléctrico"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-ix1-2023-1826540
Suzuki Jimny 2026|seminuevos|camionetas-suv|Suzuki|Jimny|2026.0|208.0|21490.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
208 Kms
Lima, Lima
SUZUKI JINMY 2026"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/suzuki-jimny-2026-1853265
Subaru Evoltis 2023|seminuevos|camionetas-suv|Subaru|Evoltis|2023.0|14300.0|41500.0|$40K - $50K|Automática||"Gasolina|Automática
Kilometraje:
14,300 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/subaru-evoltis-2023-1852927
Mazda Cx-5 2016|seminuevos|camionetas-suv|Mazda|Cx-5|2016.0|85631.0|14900.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
85,631 Kms
Lima, Lima
MAZDA CX5"||Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-cx-5-2016-1851580
Porsche Macan 2025|seminuevos|camionetas-suv|Porsche|Macan|2025.0|1101.0|83000.0|$50K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
1,101 Kms
Lima, Lima
PORSCHE MACAN 2025"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/porsche-macan-2025-1843708
Audi Q5 Sportback 2022|seminuevos|camionetas-suv|Audi|Q5 Sportback|2022.0|46000.0|42900.0|$40K - $50K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
46,000 Kms
Lima, Lima
Q5 Sportback 45 TFSI Quattro S Tronic"|OCASIÓN|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-q5-sportback-2022-1854103
Toyota Corolla Cross 2023|seminuevos|camionetas-suv|Toyota|Corolla Cross|2023.0|41196.0|25000.0|$20K - $30K|Automática|Secuencial|"Híbrido|Automática - Secuencial
Kilometraje:
41,196 Kms
Lima, Lima
TOYOTA COROLLA CROSS HYBRID 1.8 FULL D-LUX CVT 2023"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-corolla-cross-2023-1852817
Toyota Raize 2024|seminuevos|camionetas-suv|Toyota|Raize|2024.0|3162.0|16900.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
3,162 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-raize-2024-1853652
Mercedes Benz Gle 63 S Amg 2023|seminuevos|camionetas-suv|Mercedes Benz|Gle 63 S Amg|2023.0|300.0|156900.0|$50K a más|Automática||"Gasolina-Híbrido|Automática
Kilometraje:
300 Kms
Lima, Lima
AMG 4X4, SOLO 300 KM"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-gle-63-s-amg-2023-1850407
Audi Q3 Sportback 2020|seminuevos|camionetas-suv|Audi|Q3 Sportback|2020.0|42000.0|30900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
42,000 Kms
Lima, Lima
Q3 Sportback 35TFSI MY2020"|OCASIÓN|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-q3-sportback-2020-1852767
Bmw X3 20i 2021|seminuevos|camionetas-suv|BMW|X3 20i|2021.0|11000.0|45900.0|$40K - $50K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
11,000 Kms
Lima, Lima
Auto En Execlente Estado"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x3-20i-2021-1851204
Ford Territory 2022|seminuevos|camionetas-suv|Ford|Territory|2022.0|35072.0|18000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
35,072 Kms
Lima, Lima
FORD TERRITORY AÑO 2021"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/ford-territory-2022-1845109
Ford Explorer 2021|seminuevos|camionetas-suv|Ford|Explorer|2021.0|84755.0|36900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
84,755 Kms
Lima, Lima
FORD EXPLORER LIMITED"||Lima, Lima|https://neoauto.com/auto/seminuevo/ford-explorer-2021-1851507
Mini Countryman S 2025|seminuevos|camionetas-suv|Mini|Countryman S|2025.0|7500.0|43900.0|$40K - $50K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
7,500 Kms
Lima, Lima"||Lima, Lima|https://neoauto.com/auto/seminuevo/mini-countryman-s-2025-1853895
Toyota Raize 2025|seminuevos|camionetas-suv|Toyota|Raize|2025.0|53.0|17990.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
53 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-raize-2025-1852251
Citroen C5 Aircross 2022|seminuevos|camionetas-suv|Citroen|C5 Aircross|2022.0|14300.0|22900.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
14,300 Kms
Lima, Lima
FULL 4X2, CUERO, SUNROOF, SESNSORES Y CAMARA DE RETROCESO"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/citroen-c5-aircross-2022-1851133
Subaru Forester 2023|seminuevos|camionetas-suv|Subaru|Forester|2023.0|43143.0|28900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
43,143 Kms
Lima, Lima
SUBARU FORESTER 2.0I AWD CVT SI DRIV"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/subaru-forester-2023-1842864
Lexus Lbx Luxury 2025|seminuevos|camionetas-suv|Lexus|Lbx Luxury|2025.0|5845.0|32000.0|$30K - $40K|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
5,845 Kms
Lima, Lima
EX DEMO / Compacta, Híbrida Y Sofisticada."|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/lexus-lbx-luxury-2025-1853309
Toyota Rav4 2025|seminuevos|camionetas-suv|Toyota|Rav4|2025.0|34000.0|27900.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
34,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-rav4-2025-1853968
Mazda Cx-60 2024|seminuevos|camionetas-suv|Mazda|Cx-60|2024.0|1438.0|50000.0|$40K - $50K|Automática||"Híbrido|Automática
Kilometraje:
1,438 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-cx-60-2024-1841922
Bmw X2 2019|seminuevos|camionetas-suv|BMW|X2|2019.0|26786.0|28990.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
26,786 Kms
Lima, Lima
ENTREGA INMEDIATA"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x2-2019-1849978
Volkswagen Tiguan 2018|seminuevos|camionetas-suv|Volkswagen|Tiguan|2018.0|101000.0|16990.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
101,000 Kms
Lima, Lima
Con Experiencia Y En Perfecto Estado!"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volkswagen-tiguan-2018-1852816
Hyundai Creta Grand 2022|seminuevos|camionetas-suv|Hyundai|Creta Grand|2022.0|44785.0|19990.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
44,785 Kms
Lima, Lima
ENTREGA INMEDIATA VERSIÓN COMFORT"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-creta-grand-2022-1852512
Lexus Rx 350 2025|seminuevos|camionetas-suv|Lexus|Rx 350|2025.0|6042.0|79000.0|$50K a más|Automática|Secuencial|"Híbrido|Automática - Secuencial
Kilometraje:
6,042 Kms
Lima, Lima
LEXUS RX 350H LUXURY 2.5 Lts"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/lexus-rx-350-2025-1850448
Dodge Journey 2018|seminuevos|camionetas-suv|Dodge|Journey|2018.0|61000.0|16500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
61,000 Kms
Lima, Lima
SE (3 Filas), GARANTÍA DIVEMOTOR"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/dodge-journey-2018-1850068
Bmw Ix1 2025|seminuevos|camionetas-suv|BMW|Ix1|2025.0|3956.0|60900.0|$50K a más|Automática||"Eléctrico|Automática
Kilometraje:
3,956 Kms
Lima, Lima
BMW IX1 XDRIVE 30L M SPORT"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-ix1-2025-1837650
Jeep Grand Cherokee 2020|seminuevos|camionetas-suv|Jeep|Grand Cherokee|2020.0|82900.0|31900.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
82,900 Kms
Lima, Lima
LIMITED 4X4, GARANTIA DIVEMOTOR"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/jeep-grand-cherokee-2020-1851552
Mercedes Benz Gle 450 4 Matic 2022|seminuevos|camionetas-suv|Mercedes Benz|Gle 450 4 Matic|2022.0|8596.0|75000.0|$50K a más|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
8,596 Kms
Lima, Lima
MERCEDES BENZ GLE 450 4MATIC 2022"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-gle-450-4-matic-2022-1847853
Mazda Cx-30 2025|seminuevos|camionetas-suv|Mazda|Cx-30|2025.0|4000.0|27900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
4,000 Kms
Lima, Lima
Cuenta Con Garantia"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-cx-30-2025-1851878
Ford Escape Se 2017|seminuevos|camionetas-suv|Ford|Escape Se|2017.0|50000.0|14900.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
50,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/ford-escape-se-2017-1853962
Kia Sonet 2025|seminuevos|camionetas-suv|Kia|Sonet|2025.0|3159.0|20990.0|$20K - $30K|Automática||"Gas GLP|Automática
Kilometraje:
3,159 Kms
Lima, Lima
ENTREGA INMEDIATA"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-sonet-2025-1842291
Kia Sorento 2015|seminuevos|camionetas-suv|Kia|Sorento|2015.0|112000.0|16900.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
112,000 Kms
Lima, Lima
MOTOR 2.4 - TECHO PANOMARICO - 3 FILAS DE ASIENTOS"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-sorento-2015-1852544
Volvo Xc-60 2022|seminuevos|camionetas-suv|Volvo|Xc-60|2022.0|14892.0|48990.0|$40K - $50K|Automática||"Gasolina-Híbrido|Automática
Kilometraje:
14,892 Kms
Lima, Lima
ENTREGA INMEDIATA"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volvo-xc-60-2022-1853478
Ford Territory 2024|seminuevos|camionetas-suv|Ford|Territory|2024.0|23563.0|21000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
23,563 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/ford-territory-2024-1852933
Toyota Rav4 2019|seminuevos|camionetas-suv|Toyota|Rav4|2019.0|62945.0|29500.0|$20K - $30K|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
62,945 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-rav4-2019-1809325
Jeep Grand Cherokee Laredo 2020|seminuevos|camionetas-suv|Jeep|Grand Cherokee Laredo|2020.0|41453.0|26000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
41,453 Kms
Lima, Lima"|PAPELES EN REGLA|Lima, Lima|https://neoauto.com/auto/seminuevo/jeep-grand-cherokee-laredo-2020-1844467
Toyota Raize 2025|seminuevos|camionetas-suv|Toyota|Raize|2025.0|826.0|18650.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
826 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-raize-2025-1840504
Land Rover Range Rover Velar 2025|seminuevos|camionetas-suv|Land Rover|Range Rover Velar|2025.0|1326.0|119900.0|$50K a más|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
1,326 Kms
Lima, Lima
LAND ROVER RANGE ROVER VELAR P340 DYNAMIC HSE MY25 2025"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/land-rover-range-roger-velar-2025-1853185
Volkswagen Tiguan 2021|seminuevos|camionetas-suv|Volkswagen|Tiguan|2021.0|43958.0|20990.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
43,958 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volkswagen-tiguan-2021-1845320
Mercedes Benz Glc 43 Amg 2020|seminuevos|camionetas-suv|Mercedes Benz|Glc 43 Amg|2020.0|21098.0|55000.0|$50K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
21,098 Kms
Lima, Lima
MERCEDES BENZ GLC 43 AMG 4MATIC 2020"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-glc-43-amg-2020-1852607
Kia Sportage 2018|seminuevos|camionetas-suv|Kia|Sportage|2018.0|35299.0|19500.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
35,299 Kms
Lima, Lima
KIA SPORTAGE LX AT FULL 2018"|SERVICIO CONCESIONARIO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-sportage-2018-1834621
Audi Q3 Sportback 2022|seminuevos|camionetas-suv|Audi|Q3 Sportback|2022.0|42000.0|32900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
42,000 Kms
Lima, Lima
Audi Q3 Sportback Attraction 45TFSI My 2022"|OCASIÓN|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-q3-sportback-2022-1853535
Mercedes Benz Gla 180 2018|seminuevos|camionetas-suv|Mercedes Benz|Gla 180|2018.0|44000.0|19900.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
44,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-gla-180-2018-1853967
Mercedes Benz Gla 180 2019|seminuevos|camionetas-suv|Mercedes Benz|Gla 180|2019.0|56735.0|24900.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
56,735 Kms
Lima, Lima
MERCEDES BENZ GLA 180 SPORT"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-gla-180-2019-1849595
Jeep Grand Cherokee Overland 2016|seminuevos|camionetas-suv|Jeep|Grand Cherokee Overland|2016.0|71000.0|24900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
71,000 Kms
Lima, Lima
Único Propietario | 3.6L V6 (295hp) | Suspensión Neumática"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/jeep-grand-cherokee-overland-2016-1853733
Mazda Cx-90 2024|seminuevos|camionetas-suv|Mazda|Cx-90|2024.0|11072.0|51500.0|$50K a más|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
11,072 Kms
Lima, Lima
MAZDA CX-90 HIGH 3.3 AT 4WD HIBRIDO / JC UGARTE"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-cx-90-2024-1849219
Jeep Compass 2023|seminuevos|camionetas-suv|Jeep|Compass|2023.0|48100.0|20900.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
48,100 Kms
Lima, Lima
SPORT 1.3 A/T, GARANTÍA Y SERVICIOS DIVEMOTOR"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/jeep-compass-2023-1849193
Bmw X5 40i 2022|seminuevos|camionetas-suv|BMW|X5 40i|2022.0|23981.0|68900.0|$50K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
23,981 Kms
Lima, Lima
BMW X5 40I XDRIVE 2022"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x5-40i-2022-1852208
Toyota 4runner 2026|seminuevos|camionetas-suv|Toyota|4runner|2026.0|4237.0|74000.0|$50K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
4,237 Kms
Lima, Lima
TOYOTA 4RUNNER 2.4T AT SR5 2026"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-4runner-2026-1847476
Toyota Corolla Cross 2024|seminuevos|camionetas-suv|Toyota|Corolla Cross|2024.0|2300.0|30500.0|$30K - $40K|Automática|Secuencial|"Híbrido|Automática - Secuencial
Kilometraje:
2,300 Kms
Lima, Lima
TOYOTA COROLLA CROSS 2024 1.8 LTS 4X2 HV"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-corolla-cross-2024-1852868
Lexus Lx 500d 2023|seminuevos|camionetas-suv|Lexus|Lx 500d|2023.0|61999.0|95000.0|$50K a más|Automática|Secuencial|"Diesel|Automática - Secuencial
Kilometraje:
61,999 Kms
Lima, Lima
LEXUS LX500d 2023 4X4 AT 3.5 LTS"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/lexus-lx-500d-2023-1852872
Audi Q5 2023|seminuevos|camionetas-suv|Audi|Q5|2023.0|27000.0|50900.0|$50K a más|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
27,000 Kms
Lima, Lima
Audi Q5 Advanced 45 TFSI - MY2023"||Lima, Lima|https://neoauto.com/auto/seminuevo/audi-q5-2023-1817250
Fiat Pulse 2023|seminuevos|camionetas-suv|Fiat|Pulse|2023.0|16700.0|14900.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
16,700 Kms
Lima, Lima
AUDACE 1.0T A/T, EX DEMO, GARANTÍA FÁBRICA 2027"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/fiat-pulse-2023-1854212
Bmw Ix 2024|seminuevos|camionetas-suv|BMW|Ix|2024.0|3739.0|93991.0|$50K a más|Automática||"Eléctrico|Automática
Kilometraje:
3,739 Kms
Lima, Lima
BMW IX XDrive40 Eléctrico"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-ix-2024-1842481
Toyota Raize 2023|seminuevos|camionetas-suv|Toyota|Raize|2023.0|43000.0|14490.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
43,000 Kms
Lima, Lima
ENTREGA INMEDIATA"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-raize-2023-1853484
Toyota Rush 2023|seminuevos|camionetas-suv|Toyota|Rush|2023.0|47357.0|20000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
47,357 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-rush-2023-1853995
Mercedes Benz Gle 63 S Amg 4matic Coupe 2023|seminuevos|camionetas-suv|Mercedes Benz|Gle 63 S Amg 4matic Coupe|2023.0|31000.0|148500.0|$50K a más|Automática||"Gasolina-Híbrido|Automática
Kilometraje:
31,000 Kms
Lima, Lima
AMG S COUPÉ, GARANTÍA DE FÁBRICA, SERVICIOS DIVEMOTOR"|MOTOR POTENTE|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-gle-63-s-amg-4matic-coupe-2023-1843007
Ford Explorer 2021|seminuevos|camionetas-suv|Ford|Explorer|2021.0|45518.0|44900.0|$40K - $50K|Automática||"Gasolina|Automática
Kilometraje:
45,518 Kms
Lima, Lima
FORD EXPLORER LIMITED 2021"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/ford-explorer-2021-1840436
Honda Pilot 2021|seminuevos|camionetas-suv|Honda|Pilot|2021.0|49694.0|32500.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
49,694 Kms
Lima, Lima
HONDA PILOT EXL 2WD 2021"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/honda-pilot-2021-1789561
Volkswagen Tiguan 2021|seminuevos|camionetas-suv|Volkswagen|Tiguan|2021.0|68000.0|19900.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
68,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volkswagen-tiguan-2021-1853969
Bmw X3 20i 2025|seminuevos|camionetas-suv|BMW|X3 20i|2025.0|3483.0|67900.0|$50K a más|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
3,483 Kms
Lima, Lima
BMW X3 20i XDrive Hibrido 2025"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x3-20i-2025-1851400
Toyota Corolla Cross 2024|seminuevos|camionetas-suv|Toyota|Corolla Cross|2024.0|14500.0|24500.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
14,500 Kms
Lima, Lima
TOYOTA COROLLA CROSS 2,0 FULL D-LUX CVT"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-corolla-cross-2024-1852696
Kia Sorento 2023|seminuevos|camionetas-suv|Kia|Sorento|2023.0|32000.0|32900.0|$30K - $40K|Automática|Secuencial|"Diesel|Automática - Secuencial
Kilometraje:
32,000 Kms
Lima, Lima
Motor 2.5 - AT - 3filas - Techo Panoramico"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-sorento-2023-1853273
Mercedes Benz Gle 53 Amg 2023|seminuevos|camionetas-suv|Mercedes Benz|Gle 53 Amg|2023.0|17000.0|98500.0|$50K a más|Automática||"Gasolina-Híbrido|Automática
Kilometraje:
17,000 Kms
Lima, Lima
AMG 4X4, GARANTÍA Y 01 SERVICIO GRATIS DIVEMOTOR"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-gle-53-amg-2023-1850061
Jeep Rubicon 392 2024|seminuevos|camionetas-suv|Jeep|Rubicon 392|2024.0|13600.0|159900.0|$50K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
13,600 Kms
Lima, Lima
JEEP RUBICON 392"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/jeep-rubicon-392-2024-1847114
Hyundai Tucson 2023|seminuevos|camionetas-suv|Hyundai|Tucson|2023.0|46955.0|23000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
46,955 Kms
Lima, Lima
HYUNDAI NEW TUCSON GL 2.0 AT"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-tucson-2023-1852694
Honda Cr-V 2024|seminuevos|camionetas-suv|Honda|Cr-V|2024.0|2300.0|31900.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
2,300 Kms
Lima, Lima
EX 4X2 1.5, SENSORES Y CAMARA DE RETRO, SUNROOF, CUERO"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/honda-cr-v-2024-1853872
